Date,Open,High,Low,Close,Adj Close,Volume
26-11-2018,1819,1860,1784.5,1846.099976,1738.220947,4333177
27-11-2018,1854,1897.900024,1835.349976,1890.25,1779.790771,3344839
28-11-2018,1889,1989,1882.5,1983.900024,1867.96814,5313249
29-11-2018,1997,1997,1942.550049,1960.550049,1845.982666,4035441
30-11-2018,1966,1991,1959.849976,1968.25,1853.232788,5268901
03-12-2018,1984,1990,1968.300049,1982.400024,1866.555908,1610576
04-12-2018,1983,2019.400024,1971,2010.849976,1893.343628,3270615
05-12-2018,2006,2018,1985,2006.75,1889.48291,2501539
06-12-2018,1998,2017,1979.599976,1992.699951,1876.253906,2321216
07-12-2018,1985.050049,2003.900024,1973,1995.199951,1878.607788,1680420
